CVE,Associated CPE,Priority Tier,Priority Rationale,CVSS V3 Base,EPSS Score,EPSS Percentile,CISA KEV,VulnCheck KEV,Max Exploit Maturity,NVD Published,First Exploit Published,Weaponized Exploit Published,CISA KEV Date Added,VulnCheck KEV Date Added,Ransomware Associated,Botnet Associated,APT Associated,Threat Actors,Description
CVE-2025-62217,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.0025,0.16631,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-48571,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00214,0.11947,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows App Installer allows an authorized attacker to elevate privileges locally.
CVE-2026-34342,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.0029,0.2143,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Print Spooler Components allows an authorized attacker to elevate privileges locally.
CVE-2026-21234,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00261,0.17949,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Connected Devices Platform Service allows an authorized attacker to elevate privileges locally.
CVE-2026-58526,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00148,0.04517,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Storage allows an authorized attacker to elevate privileges locally.
CVE-2026-59122,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00189,0.08813,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Telephony Service allows an authorized attacker to elevate privileges locally.
CVE-2025-54099,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00375,0.30658,False,False,unproven,,,,,,False,False,False,None,Stack-based buffer overflow in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-32070,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.0032,0.24724,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Common Log File System Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-65788,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.01548,0.72916,False,False,unproven,,,,,,False,False,False,None,Use after free in Desktop Window Manager allows an authorized attacker to elevate privileges locally.
CVE-2025-59507,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00246,0.16163,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Speech allows an authorized attacker to elevate privileges locally.
CVE-2026-25179,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.0033,0.25845,False,False,unproven,,,,,,False,False,False,None,Improper validation of specified type of input in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-62788,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00278,0.20263,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Kernel allows an authorized attacker to elevate privileges locally.
CVE-2026-56173,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00246,0.16071,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows WebView allows an authorized attacker to elevate privileges locally.
CVE-2025-59202,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00323,0.25091,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Remote Desktop Services allows an authorized attacker to elevate privileges locally.
CVE-2025-54114,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00282,0.20693,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Connected Devices Platform Service allows an authorized attacker to elevate privileges locally.
CVE-2026-50325,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00213,0.11929,False,False,unproven,,,,,,False,False,False,None,Improper access control in Windows Win32K allows an authorized attacker to elevate privileges locally.
CVE-2026-45653,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00251,0.16707,False,False,unproven,,,,,,False,False,False,None,Heap-based buffer overflow in Windows Kernel allows an authorized attacker to elevate privileges locally.
CVE-2025-55688,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00294,0.21942,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows PrintWorkflowUserSvc allows an authorized attacker to elevate privileges locally.
CVE-2026-58619,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00229,0.13907,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Sensor Data Service allows an authorized attacker to elevate privileges locally.
CVE-2026-27929,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00186,0.08549,False,False,unproven,,,,,,False,False,False,None,Time-of-check time-of-use (toctou) race condition in Windows LUAFV allows an authorized attacker to elevate privileges locally.
CVE-2026-54111,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00153,0.04938,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows USB Print Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-32083,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.002,0.10182,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows SSDP Service allows an authorized attacker to elevate privileges locally.
CVE-2026-32219,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00179,0.07744,False,False,unproven,,,,,,False,False,False,None,Double free in Microsoft Brokering File System allows an authorized attacker to elevate privileges locally.
CVE-2026-61348,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.0159,0.73561,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.
CVE-2026-25170,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00273,0.19673,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Hyper-V allows an authorized attacker to elevate privileges locally.
CVE-2026-49183,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00153,0.04935,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Clipboard Server allows an authorized attacker to elevate privileges locally.
CVE-2026-25171,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00273,0.19673,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Authentication Methods allows an authorized attacker to elevate privileges locally.
CVE-2026-32150,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00158,0.05418,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Function Discovery Service (fdwsd.dll) allows an authorized attacker to elevate privileges locally.
CVE-2025-58730,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00327,0.25478,False,False,unproven,,,,,,False,False,False,None,Use after free in Inbox COM Objects allows an unauthorized attacker to execute code locally.
CVE-2026-21253,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00767,0.52511,False,False,unproven,,,,,,False,False,False,None,Use after free in Mailslot File System allows an authorized attacker to elevate privileges locally.
CVE-2026-65678,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00214,0.11976,False,False,unproven,,,,,,False,False,False,None,Use after free in Windows Win32K allows an authorized attacker to elevate privileges locally.
CVE-2025-59196,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00243,0.15732,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows SSDP Service allows an authorized attacker to elevate privileges locally.
CVE-2026-27926,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.0018,0.07809,False,False,unproven,,,,,,False,False,False,None,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.
CVE-2026-50472,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00246,0.16111,False,False,unproven,,,,,,False,False,False,None,Heap-based buffer overflow in Windows LUAFV allows an authorized attacker to elevate privileges locally.
CVE-2025-58734,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.00327,0.25478,False,False,unproven,,,,,,False,False,False,None,Use after free in Inbox COM Objects allows an unauthorized attacker to execute code locally.
CVE-2026-49805,cpe:2.3:o:microsoft:windows_server_2025:10.0.26100.4946:*:*:*:*:*:x64:*,All Other Vulnerabilities,No confirmed exploitation or public exploit code identified.,7.0,0.03303,0.87482,False,False,unproven,,,,,,False,False,False,None,Improper access control in Windows Win32K allows an authorized attacker to elevate privileges locally.
